% Station Trondheim, integrated monthly doses and sampling fraction (0= complete loss of measurements, 1=lossfree measurement
% The station is drifted by DSA (former NRPA) - Norwegian Authority of Radiation and Nuclear Safety (email: Bjorn.Johnsen@dsa.no)
% All units except PAR: J/m^2. Units PAR: mol/m^2
% Calculations and calibrations: Bjørn Johnsen, Norwegian Authority of Radiation and Nuclear Safety
% E-mail: Bjorn.Johnsen@dsa.no	Date of processing: 03-Feb-2023 11:13:12
%
% Actionspectra:
% CIE1987: Erythema action spectrum: A.F. McKinlay, A.F. and B.L. Diffey, A reference action spectrum for ultraviolet induced erythema in human skin", CIE Research Note, 6(1), 17-22, 1987
% CIE1998: Erythema action spectrum: Commission Internationale de l’Eclairage (1998) Erythema Reference Action Spectrum and Standard Erythema Dose. CIE S007E-1998. CIE Central Bureau, Vienna, Austria
% UVB: ISO 21348 Definitions of Solar Irradiance Spectral Categories (280<=Wl<315 nm)
% UVA: ISO 21348 Definitions of Solar Irradiance Spectral Categories (315<=Wl<400 nm)
% NMSC: ISO/FDIS 28077:2016E Photocarcinogenesis Action Spectrum, (Non-Melanoma Skin Cancers, NMSC). CIE Central Bureau, Vienna
% DNA: R. B. Setlow, The wavelengths in sunlight effective in producing skin cancer: a theoretical analysis", Proc. Nat. Acad. Sci., USA, 71 , No. 9,  pp. 3363-3366, 1974. Converted from effect per quantum to effect per energy. Downloaded from: http://uv.biospherical.com/Version2/doserates/SetlowTUV.txt
% VITD: CIE 174:2006, Action spectrum for the conversion of 7-DH7 to previtamin D3 in human skin
% ANCHOVY: Action spectrum for damage to eggs and larvae of northern anchovy. Spectrum sugge and sted by: J.H. Hunter, J.H. Taylor, and H.G. Moser, "Effect of ultraviolet irradiation on eggs and larvae of the northern anchovy, Engraulis mordax, and the pacific mackerel, Scomber japonicus, during the embryonic stage", Photochemistry and Photobiology, 29, 325-338, 1979. Downloaded from: http://uv.biospherical.com/Version2/doserates/Hunter.txt
% FLINTPLANT: Action spectrum for growth responses of plants. Action spectrum suggested by: S. D. Flint and M. M. Caldwell, "A biological spectral weighting function for ozone depletion research with higher plants", Physiologia Plantarum, 117,137-144, 2003. Downloaded from: http://uv.biospherical.com/Version2/doserates/Flint.txt
% HEP: A. Brun & B. Hamre. Proposed action spectrum for Hematopoetic porfyri, HEP
% PAR: Photosynthetic active radiation, 400-700 nm
%
% Gaps in measurements have been filled with ancillary measurement data (Finse), or clear sky modelled data, adjusted for cloud influence. Source of UV-cloud modification factors: Listed below for the respective station and period
% STRÅNG-based data (http://strang.smhi.se/extraction/index.php) period: 	
% Octa-based data from the Norwegian Centre for Climate Services, https://seklima.met.no/observations/, period: 	
% Solar Light SL-501 UV-Biometer measurements (Finse only), from an instrument operated by DSA, period: 	
% Pyranometer-based gapfilling for stations Landvik, Kise, Trondheim (Kvithamar), Tromsø (Holt), Andøya (Sortland), Blindern (Aas), Kjeller (Skjetten): Pyranometer data provided by Agrometeorology Norway (LMT), http://lmt.bioforsk.no. Period: 1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
% Pyranometer-based gapfilling for station Bergen, period 1995-now: Pyranometer data from the Radiation Observatory at the University of Bergen and clear sky modelled global radiation for all stations is provided by Jan-Asle Olseth (Jan.Olseth@uib.no). Data past 2014 downloaded from https://veret.gfi.uib.no/taarn
%
% Pyranometer-based gapfilling for the stations Trondheim (Gloshaugen), Blindern, period 2017-now: Pyranometer data from the Norwegian Centre for Climate Services, https://seklima.met.no/observations/
% Pyranometer-based gapfilling for station Finse, period 2018-now: Pyranometer data from the Finse Eco-Hydrological Observatory, provided by Norbert Pirk (norbert.pirk@geo.uio.no)
% Pyranometer-based gapfilling for station Ny-Ålesund, period 1995-now: (1): Maturilli, Marion; Herber, Andreas; König-Langlo, Gert (2014): Basic and other measurements of radiation from the Baseline Surface Radiation Network (BSRN) Station Ny-Ålesund in the years 1992 to 2013, reference list of 253 datasets. PANGAEA, https://doi.org/10.1594/PANGAEA.150000. (2): Maturilli, Marion (2020): Basic and other measurements of radiation at station Ny-Ålesund (2006-05 et seq). Alfred Wegener Institute - Research Unit Potsdam, PANGAEA, https://doi.org/10.1594/PANGAEA.914927
% Seasonally mean period: 1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	
%
% Columns: Year	Mon	Day	Daynum	Hour	CIE1987	CIE1998	UVB	UVA	NMSC	DNA	VITD	ANCHOVY	FLINTPLANT	HEP	PAR	Fraction [rel. units]
1995	1	  8.2091E+02	  8.5046E+02	  2.2271E+03	  9.8699E+05	  1.3071E+03	  1.9175E+02	  4.8968E+02	  2.0704E+01	  1.6510E+04	  2.4794E+06	  3.2713E+01	0.000
1995	2	  3.4428E+03	  3.5232E+03	  1.2093E+04	  3.6639E+06	  5.7571E+03	  6.7808E+02	  2.2386E+03	  9.4075E+01	  6.2427E+04	  9.5718E+06	  1.3090E+02	0.000
1995	3	  1.2954E+04	  1.3158E+04	  6.6036E+04	  1.1202E+07	  2.3746E+04	  2.9417E+03	  1.1962E+04	  4.0282E+02	  1.9402E+05	  2.9206E+07	  4.0018E+02	0.000
1995	4	  2.9817E+04	  3.0144E+04	  1.8895E+05	  2.0302E+07	  5.9236E+04	  8.6821E+03	  3.6881E+04	  1.0331E+03	  3.5749E+05	  5.3712E+07	  7.3769E+02	0.000
1995	5	  4.9129E+04	  4.9556E+04	  3.3675E+05	  2.7428E+07	  1.0203E+05	  1.7305E+04	  7.0862E+04	  1.8053E+03	  4.9626E+05	  7.1798E+07	  9.8498E+02	0.000
1995	6	  5.3355E+04	  5.3764E+04	  3.7552E+05	  2.6125E+07	  1.1322E+05	  2.1063E+04	  8.3062E+04	  2.0207E+03	  4.8329E+05	  6.7752E+07	  9.2935E+02	0.000
1995	7	  6.2547E+04	  6.3002E+04	  4.4578E+05	  2.9233E+07	  1.3375E+05	  2.5379E+04	  1.0003E+05	  2.3893E+03	  5.4597E+05	  7.5307E+07	  1.0340E+03	0.000
1995	8	  3.9489E+04	  3.9792E+04	  2.8217E+05	  1.9692E+07	  8.3862E+04	  1.4935E+04	  6.1620E+04	  1.4857E+03	  3.6424E+05	  5.0876E+07	  7.0097E+02	0.000
1995	9	  2.5073E+04	  2.5304E+04	  1.7367E+05	  1.4716E+07	  5.1803E+04	  8.1244E+03	  3.5638E+04	  9.0561E+02	  2.6573E+05	  3.8708E+07	  5.3687E+02	0.000
1995	10	  6.5793E+03	  6.6679E+03	  3.8821E+04	  5.0191E+06	  1.2668E+04	  1.7008E+03	  7.3948E+03	  2.1720E+02	  8.8003E+04	  1.3432E+07	  1.8735E+02	0.000
1995	11	  1.5724E+03	  1.6073E+03	  6.0577E+03	  1.5917E+06	  2.6942E+03	  3.5693E+02	  1.2120E+03	  4.4197E+01	  2.7414E+04	  4.0489E+06	  5.5279E+01	0.000
1995	12	  4.4666E+02	  4.6282E+02	  1.4233E+03	  5.2305E+05	  7.2832E+02	  1.3194E+02	  3.2784E+02	  1.1622E+01	  8.7858E+03	  1.2995E+06	  1.6848E+01	0.000
1996	1	  1.3032E+03	  1.3377E+03	  5.4782E+03	  1.3019E+06	  2.2866E+03	  3.8730E+02	  1.2049E+03	  3.7771E+01	  2.2303E+04	  3.3517E+06	  4.4877E+01	0.887
1996	2	  4.7434E+03	  4.8228E+03	  2.4871E+04	  3.9874E+06	  8.8162E+03	  1.1264E+03	  4.7936E+03	  1.4674E+02	  7.0260E+04	  1.0014E+07	  1.3570E+02	1.000
1996	3	  1.8707E+04	  1.8928E+04	  1.1355E+05	  1.3377E+07	  3.6597E+04	  5.3025E+03	  2.2240E+04	  6.3669E+02	  2.3446E+05	  3.6279E+07	  5.0833E+02	0.995
1996	4	  3.8283E+04	  3.8630E+04	  2.6164E+05	  2.2065E+07	  7.9101E+04	  1.3044E+04	  5.4685E+04	  1.3864E+03	  3.9626E+05	  5.8988E+07	  8.1852E+02	1.000
1996	5	  5.4044E+04	  5.4514E+04	  3.7732E+05	  2.9197E+07	  1.1315E+05	  1.9546E+04	  8.0645E+04	  2.0040E+03	  5.3068E+05	  7.6751E+07	  1.0529E+03	1.000
1996	6	  5.5031E+04	  5.5454E+04	  3.9965E+05	  2.5178E+07	  1.1835E+05	  2.2784E+04	  8.9994E+04	  2.1300E+03	  4.7104E+05	  6.3863E+07	  8.6811E+02	1.000
1996	7	  5.8321E+04	  5.8777E+04	  4.2156E+05	  2.7382E+07	  1.2500E+05	  2.3707E+04	  9.4283E+04	  2.2418E+03	  5.0934E+05	  7.0102E+07	  9.5624E+02	1.000
1996	8	  4.8910E+04	  4.9289E+04	  3.5359E+05	  2.2866E+07	  1.0505E+05	  2.0233E+04	  7.9952E+04	  1.8696E+03	  4.2323E+05	  6.0375E+07	  8.3899E+02	1.000
1996	9	  2.7247E+04	  2.7478E+04	  1.9226E+05	  1.4428E+07	  5.7318E+04	  1.0143E+04	  4.1448E+04	  1.0181E+03	  2.6195E+05	  3.8838E+07	  5.4851E+02	1.000
1996	10	  6.8908E+03	  6.9792E+03	  4.1780E+04	  5.0313E+06	  1.3463E+04	  1.8171E+03	  8.1535E+03	  2.2893E+02	  8.9265E+04	  1.3013E+07	  1.8027E+02	1.000
1996	11	  1.6607E+03	  1.7002E+03	  7.6041E+03	  1.5968E+06	  2.9536E+03	  4.2089E+02	  1.5443E+03	  4.8741E+01	  2.7670E+04	  3.9591E+06	  5.2358E+01	1.000
1996	12	  5.0055E+02	  5.1800E+02	  1.8346E+03	  5.5215E+05	  8.5379E+02	  1.6965E+02	  4.4751E+02	  1.3880E+01	  9.1566E+03	  1.4103E+06	  1.8386E+01	1.000
